count,TCTC,count_type,sample_id
,True,cfu_seed_1x,-8410830886738093451
1110,False,cfu_seed_10x,-8410830886738093451
1550,False,cfu_seed_100x,-8410830886738093451
0,False,cfu_seed_1000x,-8410830886738093451
,False,cfu_seed_1x,-8082635158398362430
,False,cfu_seed_10x,-8082635158398362430
,False,cfu_seed_100x,-8082635158398362430
,False,cfu_seed_1000x,-8082635158398362430
,True,cfu_seed_1x,4217988084104172421
1850,False,cfu_seed_10x,4217988084104172421
2080,False,cfu_seed_100x,4217988084104172421
1190,False,cfu_seed_1000x,4217988084104172421
,False,cfu_seed_1x,-6326080498156108372
,False,cfu_seed_10x,-6326080498156108372
,False,cfu_seed_100x,-6326080498156108372
,False,cfu_seed_1000x,-6326080498156108372
,True,cfu_seed_1x,1739163109203815586
,True,cfu_seed_10x,1739163109203815586
357,False,cfu_seed_100x,1739163109203815586
0,False,cfu_seed_1000x,1739163109203815586
,True,cfu_seed_1x,-7993896216112747062
,True,cfu_seed_10x,-7993896216112747062
119,False,cfu_seed_100x,-7993896216112747062
,False,cfu_seed_1000x,-7993896216112747062
4,False,cfu_seed_1x,912422539458686962
5,False,cfu_seed_10x,912422539458686962
0,False,cfu_seed_100x,912422539458686962
0,False,cfu_seed_1000x,912422539458686962
,False,cfu_seed_1x,-6799240044505548788
,False,cfu_seed_10x,-6799240044505548788
,False,cfu_seed_100x,-6799240044505548788
,False,cfu_seed_1000x,-6799240044505548788
,True,cfu_seed_1x,-1600654852348633329
,True,cfu_seed_10x,-1600654852348633329
,True,cfu_seed_100x,-1600654852348633329
595,False,cfu_seed_1000x,-1600654852348633329
,True,cfu_seed_1x,-1514690756856312492
,True,cfu_seed_10x,-1514690756856312492
,False,cfu_seed_100x,-1514690756856312492
,False,cfu_seed_1000x,-1514690756856312492
,True,cfu_seed_1x,-1808823258696834189
,True,cfu_seed_10x,-1808823258696834189
,True,cfu_seed_100x,-1808823258696834189
91700,False,cfu_seed_1000x,-1808823258696834189
,True,cfu_seed_1x,-6419119251174220447
,True,cfu_seed_10x,-6419119251174220447
,True,cfu_seed_100x,-6419119251174220447
,True,cfu_seed_1000x,-6419119251174220447
7,False,cfu_seed_1x,-5342538783317776554
5,False,cfu_seed_10x,-5342538783317776554
0,False,cfu_seed_100x,-5342538783317776554
0,False,cfu_seed_1000x,-5342538783317776554
,True,cfu_seed_1x,548770370910838247
,True,cfu_seed_10x,548770370910838247
,True,cfu_seed_100x,548770370910838247
0,False,cfu_seed_1000x,548770370910838247
,True,cfu_seed_1x,4694477504695384289
,True,cfu_seed_10x,4694477504695384289
,True,cfu_seed_100x,4694477504695384289
2980,False,cfu_seed_1000x,4694477504695384289
,True,cfu_seed_1x,8207382527812061504
,True,cfu_seed_10x,8207382527812061504
4230,False,cfu_seed_100x,8207382527812061504
6550,False,cfu_seed_1000x,8207382527812061504
,True,cfu_seed_1x,1760220277119118750
,True,cfu_seed_10x,1760220277119118750
,True,cfu_seed_100x,1760220277119118750
,True,cfu_seed_1000x,1760220277119118750
28,False,cfu_seed_1x,4483860346403570034
41,False,cfu_seed_10x,4483860346403570034
59,False,cfu_seed_100x,4483860346403570034
0,False,cfu_seed_1000x,4483860346403570034
,True,cfu_seed_1x,5979358651019855391
,True,cfu_seed_10x,5979358651019855391
,True,cfu_seed_100x,5979358651019855391
,True,cfu_seed_1000x,5979358651019855391
,True,cfu_seed_1x,-8884507119048693951
,True,cfu_seed_10x,-8884507119048693951
6010,False,cfu_seed_100x,-8884507119048693951
10100,False,cfu_seed_1000x,-8884507119048693951
,True,cfu_seed_1x,5170535434529036800
,True,cfu_seed_10x,5170535434529036800
5600,False,cfu_seed_100x,5170535434529036800
7140,False,cfu_seed_1000x,5170535434529036800
,True,cfu_seed_1x,6480184687862148372
,True,cfu_seed_10x,6480184687862148372
,True,cfu_seed_100x,6480184687862148372
,True,cfu_seed_1000x,6480184687862148372
,True,cfu_seed_1x,-7569021680481003895
,True,cfu_seed_10x,-7569021680481003895
5360,False,cfu_seed_100x,-7569021680481003895
8330,False,cfu_seed_1000x,-7569021680481003895
,True,cfu_seed_1x,336722403532911561
,True,cfu_seed_10x,336722403532911561
,True,cfu_seed_100x,336722403532911561
20200,False,cfu_seed_1000x,336722403532911561
,True,cfu_seed_1x,-3729197716446677046
,True,cfu_seed_10x,-3729197716446677046
3870,False,cfu_seed_100x,-3729197716446677046
1190,False,cfu_seed_1000x,-3729197716446677046
,True,cfu_seed_1x,-2692849047109039893
,True,cfu_seed_10x,-2692849047109039893
4760,False,cfu_seed_100x,-2692849047109039893
5950,False,cfu_seed_1000x,-2692849047109039893
,True,cfu_seed_1x,5112461689717988938
,True,cfu_seed_10x,5112461689717988938
,True,cfu_seed_100x,5112461689717988938
0,False,cfu_seed_1000x,5112461689717988938
,True,cfu_seed_1x,866380902041635944
65,False,cfu_seed_10x,866380902041635944
0,False,cfu_seed_100x,866380902041635944
0,False,cfu_seed_1000x,866380902041635944
7,False,cfu_seed_1x,-6274356066348738016
0,False,cfu_seed_10x,-6274356066348738016
0,False,cfu_seed_100x,-6274356066348738016
0,False,cfu_seed_1000x,-6274356066348738016
,True,cfu_seed_1x,-6436754199797376556
,True,cfu_seed_10x,-6436754199797376556
5540,False,cfu_seed_100x,-6436754199797376556
7740,False,cfu_seed_1000x,-6436754199797376556
,True,cfu_seed_1x,559947974009876043
,True,cfu_seed_10x,559947974009876043
,True,cfu_seed_100x,559947974009876043
56000,False,cfu_seed_1000x,559947974009876043
,True,cfu_seed_1x,7863208510017179200
,True,cfu_seed_10x,7863208510017179200
,True,cfu_seed_100x,7863208510017179200
,True,cfu_seed_1000x,7863208510017179200
,True,cfu_seed_1x,-3903140215287846137
,True,cfu_seed_10x,-3903140215287846137
,True,cfu_seed_100x,-3903140215287846137
42900,False,cfu_seed_1000x,-3903140215287846137
,True,cfu_seed_1x,-7897969010483333731
,True,cfu_seed_10x,-7897969010483333731
,True,cfu_seed_100x,-7897969010483333731
34500,False,cfu_seed_1000x,-7897969010483333731
,True,cfu_seed_1x,5361886218765985858
,True,cfu_seed_10x,5361886218765985858
,True,cfu_seed_100x,5361886218765985858
18500,False,cfu_seed_1000x,5361886218765985858
,True,cfu_seed_1x,-4693055172661498194
,True,cfu_seed_10x,-4693055172661498194
1670,False,cfu_seed_100x,-4693055172661498194
2380,False,cfu_seed_1000x,-4693055172661498194
,True,cfu_seed_1x,1754766871148178786
,True,cfu_seed_10x,1754766871148178786
,True,cfu_seed_100x,1754766871148178786
,True,cfu_seed_1000x,1754766871148178786
,True,cfu_seed_1x,8545507602319817536
423,False,cfu_seed_10x,8545507602319817536
476,False,cfu_seed_100x,8545507602319817536
0,False,cfu_seed_1000x,8545507602319817536
2,False,cfu_seed_1x,-7689193650529932975
,True,cfu_seed_10x,-7689193650529932975
,True,cfu_seed_100x,-7689193650529932975
,True,cfu_seed_1000x,-7689193650529932975
,True,cfu_seed_1x,-7417011376958956978
,True,cfu_seed_10x,-7417011376958956978
8630,False,cfu_seed_100x,-7417011376958956978
8930,False,cfu_seed_1000x,-7417011376958956978
,True,cfu_seed_1x,3278533186033456317
,True,cfu_seed_10x,3278533186033456317
3390,False,cfu_seed_100x,3278533186033456317
2980,False,cfu_seed_1000x,3278533186033456317
,True,cfu_seed_1x,3565835291005844873
,True,cfu_seed_10x,3565835291005844873
3750,False,cfu_seed_100x,3565835291005844873
0,False,cfu_seed_1000x,3565835291005844873
,True,cfu_seed_1x,2597938885629583743
53,False,cfu_seed_10x,2597938885629583743
59,False,cfu_seed_100x,2597938885629583743
0,False,cfu_seed_1000x,2597938885629583743
,True,cfu_seed_1x,1890703779028750397
220,False,cfu_seed_10x,1890703779028750397
179,False,cfu_seed_100x,1890703779028750397
0,False,cfu_seed_1000x,1890703779028750397
,True,cfu_seed_1x,-8596837132444633566
,True,cfu_seed_10x,-8596837132444633566
9170,False,cfu_seed_100x,-8596837132444633566
7740,False,cfu_seed_1000x,-8596837132444633566
78,False,cfu_seed_1x,965358643103491584
41,False,cfu_seed_10x,965358643103491584
0,False,cfu_seed_100x,965358643103491584
0,False,cfu_seed_1000x,965358643103491584
,False,cfu_seed_1x,58831602796395825
,False,cfu_seed_10x,58831602796395825
,False,cfu_seed_100x,58831602796395825
,False,cfu_seed_1000x,58831602796395825
,True,cfu_seed_1x,3894726412837357608
0,False,cfu_seed_10x,3894726412837357608
0,False,cfu_seed_100x,3894726412837357608
0,False,cfu_seed_1000x,3894726412837357608
,False,cfu_seed_1x,-2391196811630223365
,False,cfu_seed_10x,-2391196811630223365
,False,cfu_seed_100x,-2391196811630223365
,False,cfu_seed_1000x,-2391196811630223365
,True,cfu_seed_1x,1342326912953213373
143,False,cfu_seed_10x,1342326912953213373
119,False,cfu_seed_100x,1342326912953213373
0,False,cfu_seed_1000x,1342326912953213373
,False,cfu_seed_1x,7563397791204957745
,False,cfu_seed_10x,7563397791204957745
,False,cfu_seed_100x,7563397791204957745
,False,cfu_seed_1000x,7563397791204957745
0,False,cfu_seed_1x,-2622544911055557868
0,False,cfu_seed_10x,-2622544911055557868
0,False,cfu_seed_100x,-2622544911055557868
0,False,cfu_seed_1000x,-2622544911055557868
,False,cfu_seed_1x,1904885864837297028
,False,cfu_seed_10x,1904885864837297028
,False,cfu_seed_100x,1904885864837297028
,False,cfu_seed_1000x,1904885864837297028
,True,cfu_seed_1x,-7303170766421447373
,True,cfu_seed_10x,-7303170766421447373
1430,False,cfu_seed_100x,-7303170766421447373
1190,False,cfu_seed_1000x,-7303170766421447373
1,False,cfu_seed_1x,4340489457567403139
,True,cfu_seed_10x,4340489457567403139
0,False,cfu_seed_100x,4340489457567403139
0,False,cfu_seed_1000x,4340489457567403139
,True,cfu_seed_1x,2936024074110500388
11,False,cfu_seed_10x,2936024074110500388
0,False,cfu_seed_100x,2936024074110500388
0,False,cfu_seed_1000x,2936024074110500388
,True,cfu_seed_1x,-6197983601893593987
208,False,cfu_seed_10x,-6197983601893593987
298,False,cfu_seed_100x,-6197983601893593987
0,False,cfu_seed_1000x,-6197983601893593987
,True,cfu_seed_1x,-5087362073168762900
,True,cfu_seed_10x,-5087362073168762900
,True,cfu_seed_100x,-5087362073168762900
,True,cfu_seed_1000x,-5087362073168762900
,True,cfu_seed_1x,-5881887960071264617
,True,cfu_seed_10x,-5881887960071264617
5420,False,cfu_seed_100x,-5881887960071264617
3570,False,cfu_seed_1000x,-5881887960071264617
4,False,cfu_seed_1x,-2843439415181057967
0,False,cfu_seed_10x,-2843439415181057967
0,False,cfu_seed_100x,-2843439415181057967
0,False,cfu_seed_1000x,-2843439415181057967
,True,cfu_seed_1x,4862621846020267450
65,False,cfu_seed_10x,4862621846020267450
0,False,cfu_seed_100x,4862621846020267450
0,False,cfu_seed_1000x,4862621846020267450
,True,cfu_seed_1x,5193290595704034234
,True,cfu_seed_10x,5193290595704034234
,True,cfu_seed_100x,5193290595704034234
,True,cfu_seed_1000x,5193290595704034234
,False,cfu_seed_1x,-4052449394704023079
,False,cfu_seed_10x,-4052449394704023079
,False,cfu_seed_100x,-4052449394704023079
,False,cfu_seed_1000x,-4052449394704023079
,True,cfu_seed_1x,-4400273892084671013
,True,cfu_seed_10x,-4400273892084671013
,True,cfu_seed_100x,-4400273892084671013
,True,cfu_seed_1000x,-4400273892084671013
,True,cfu_seed_1x,1001812673108268579
,True,cfu_seed_10x,1001812673108268579
10400,False,cfu_seed_100x,1001812673108268579
5950,False,cfu_seed_1000x,1001812673108268579
,False,cfu_seed_1x,-3811742985841387988
,False,cfu_seed_10x,-3811742985841387988
,False,cfu_seed_100x,-3811742985841387988
,False,cfu_seed_1000x,-3811742985841387988
2,False,cfu_seed_1x,-9161686227848396135
0,False,cfu_seed_10x,-9161686227848396135
0,False,cfu_seed_100x,-9161686227848396135
0,False,cfu_seed_1000x,-9161686227848396135
,False,cfu_seed_1x,-9161686227848396135
,False,cfu_seed_10x,-9161686227848396135
,False,cfu_seed_100x,-9161686227848396135
,False,cfu_seed_1000x,-9161686227848396135
,False,cfu_seed_1x,-3048319135087639927
,False,cfu_seed_10x,-3048319135087639927
,False,cfu_seed_100x,-3048319135087639927
,False,cfu_seed_1000x,-3048319135087639927
,True,cfu_seed_1x,-957510270463354572
,True,cfu_seed_10x,-957510270463354572
,True,cfu_seed_100x,-957510270463354572
,True,cfu_seed_1000x,-957510270463354572
,False,cfu_seed_1x,-957510270463354572
59,False,cfu_seed_10x,-957510270463354572
,False,cfu_seed_100x,-957510270463354572
,False,cfu_seed_1000x,-957510270463354572
,False,cfu_seed_1x,-8506438854664263628
,False,cfu_seed_10x,-8506438854664263628
,False,cfu_seed_100x,-8506438854664263628
,False,cfu_seed_1000x,-8506438854664263628
,True,cfu_seed_1x,3572772747461174543
65,False,cfu_seed_10x,3572772747461174543
59,False,cfu_seed_100x,3572772747461174543
0,False,cfu_seed_1000x,3572772747461174543
,False,cfu_seed_1x,-8085161342665739551
,False,cfu_seed_10x,-8085161342665739551
,False,cfu_seed_100x,-8085161342665739551
,False,cfu_seed_1000x,-8085161342665739551
,True,cfu_seed_1x,3889901788985005918
,True,cfu_seed_10x,3889901788985005918
,True,cfu_seed_100x,3889901788985005918
,True,cfu_seed_1000x,3889901788985005918
,True,cfu_seed_1x,-1549027418128888264
,True,cfu_seed_10x,-1549027418128888264
,True,cfu_seed_100x,-1549027418128888264
,False,cfu_seed_1000x,-1549027418128888264
,True,cfu_seed_1x,6416060906175581847
,True,cfu_seed_10x,6416060906175581847
12000,False,cfu_seed_100x,6416060906175581847
17900,False,cfu_seed_1000x,6416060906175581847
,True,cfu_seed_1x,-3701357083585855768
,True,cfu_seed_10x,-3701357083585855768
3390,False,cfu_seed_100x,-3701357083585855768
7740,False,cfu_seed_1000x,-3701357083585855768
,False,cfu_seed_1x,4682297193456269825
,False,cfu_seed_10x,4682297193456269825
,False,cfu_seed_100x,4682297193456269825
,False,cfu_seed_1000x,4682297193456269825
,True,cfu_seed_1x,-4694789207126584315
,True,cfu_seed_10x,-4694789207126584315
,True,cfu_seed_100x,-4694789207126584315
7140,False,cfu_seed_1000x,-4694789207126584315
4,False,cfu_seed_1x,-2062386072210106053
0,False,cfu_seed_10x,-2062386072210106053
0,False,cfu_seed_100x,-2062386072210106053
0,False,cfu_seed_1000x,-2062386072210106053
,False,cfu_seed_1x,1127026251626013418
,False,cfu_seed_10x,1127026251626013418
,False,cfu_seed_100x,1127026251626013418
,False,cfu_seed_1000x,1127026251626013418
44,False,cfu_seed_1x,-909764134360637277
53,False,cfu_seed_10x,-909764134360637277
0,False,cfu_seed_100x,-909764134360637277
0,False,cfu_seed_1000x,-909764134360637277
,True,cfu_seed_1x,2819986757896744331
,True,cfu_seed_10x,2819986757896744331
,True,cfu_seed_100x,2819986757896744331
0,False,cfu_seed_1000x,2819986757896744331
,True,cfu_seed_1x,-4093700779428914245
732,False,cfu_seed_10x,-4093700779428914245
893,False,cfu_seed_100x,-4093700779428914245
595,False,cfu_seed_1000x,-4093700779428914245
,False,cfu_seed_1x,-8693024022488155927
,False,cfu_seed_10x,-8693024022488155927
,False,cfu_seed_100x,-8693024022488155927
,False,cfu_seed_1000x,-8693024022488155927
2,False,cfu_seed_1x,6262464791288395049
17,False,cfu_seed_10x,6262464791288395049
0,False,cfu_seed_100x,6262464791288395049
0,False,cfu_seed_1000x,6262464791288395049
,False,cfu_seed_1x,6262464791288395049
,False,cfu_seed_10x,6262464791288395049
,False,cfu_seed_100x,6262464791288395049
,False,cfu_seed_1000x,6262464791288395049
,False,cfu_seed_1x,3102969708220533194
,False,cfu_seed_10x,3102969708220533194
,False,cfu_seed_100x,3102969708220533194
,False,cfu_seed_1000x,3102969708220533194
,True,cfu_seed_1x,3615321032554646710
,True,cfu_seed_10x,3615321032554646710
,True,cfu_seed_100x,3615321032554646710
,True,cfu_seed_1000x,3615321032554646710
,False,cfu_seed_1x,3615321032554646710
,False,cfu_seed_10x,3615321032554646710
,False,cfu_seed_100x,3615321032554646710
,False,cfu_seed_1000x,3615321032554646710
,False,cfu_seed_1x,-6715062747367912539
,False,cfu_seed_10x,-6715062747367912539
,False,cfu_seed_100x,-6715062747367912539
,False,cfu_seed_1000x,-6715062747367912539
,True,cfu_seed_1x,3298421831781403086
53,False,cfu_seed_10x,3298421831781403086
59,False,cfu_seed_100x,3298421831781403086
0,False,cfu_seed_1000x,3298421831781403086
,False,cfu_seed_1x,-219819835192991220
,False,cfu_seed_10x,-219819835192991220
,False,cfu_seed_100x,-219819835192991220
,False,cfu_seed_1000x,-219819835192991220
,True,cfu_seed_1x,3080357679493020701
,True,cfu_seed_10x,3080357679493020701
,True,cfu_seed_100x,3080357679493020701
,True,cfu_seed_1000x,3080357679493020701
,False,cfu_seed_1x,-2783629784323632776
,False,cfu_seed_10x,-2783629784323632776
,False,cfu_seed_100x,-2783629784323632776
,False,cfu_seed_1000x,-2783629784323632776
,True,cfu_seed_1x,-7367388584094801699
,True,cfu_seed_10x,-7367388584094801699
9880,False,cfu_seed_100x,-7367388584094801699
12500,False,cfu_seed_1000x,-7367388584094801699
,True,cfu_seed_1x,4305771470092738605
,True,cfu_seed_10x,4305771470092738605
2320,False,cfu_seed_100x,4305771470092738605
2380,False,cfu_seed_1000x,4305771470092738605
,False,cfu_seed_1x,-9085034964875144566
,False,cfu_seed_10x,-9085034964875144566
,False,cfu_seed_100x,-9085034964875144566
,False,cfu_seed_1000x,-9085034964875144566
,True,cfu_seed_1x,-9105145132911568032
,True,cfu_seed_10x,-9105145132911568032
,True,cfu_seed_100x,-9105145132911568032
,True,cfu_seed_1000x,-9105145132911568032
,False,cfu_seed_1x,7277925482333632193
,False,cfu_seed_10x,7277925482333632193
,False,cfu_seed_100x,7277925482333632193
,False,cfu_seed_1000x,7277925482333632193
,True,cfu_seed_1x,-6167067165479747928
113,False,cfu_seed_10x,-6167067165479747928
179,False,cfu_seed_100x,-6167067165479747928
0,False,cfu_seed_1000x,-6167067165479747928
,False,cfu_seed_1x,-4076011752882306972
,False,cfu_seed_10x,-4076011752882306972
,False,cfu_seed_100x,-4076011752882306972
,False,cfu_seed_1000x,-4076011752882306972
,True,cfu_seed_1x,3717496485695752468
,True,cfu_seed_10x,3717496485695752468
,True,cfu_seed_100x,3717496485695752468
,True,cfu_seed_1000x,3717496485695752468
,True,cfu_seed_1x,-3484035597180402338
,True,cfu_seed_10x,-3484035597180402338
,True,cfu_seed_100x,-3484035597180402338
0,False,cfu_seed_1000x,-3484035597180402338
,True,cfu_seed_1x,-8665984933527888682
,True,cfu_seed_10x,-8665984933527888682
4290,False,cfu_seed_100x,-8665984933527888682
9520,False,cfu_seed_1000x,-8665984933527888682
,False,cfu_seed_1x,1013924219124255175
,False,cfu_seed_10x,1013924219124255175
,False,cfu_seed_100x,1013924219124255175
,False,cfu_seed_1000x,1013924219124255175
41,False,cfu_seed_1x,5407966836824758370
41,False,cfu_seed_10x,5407966836824758370
0,False,cfu_seed_100x,5407966836824758370
0,False,cfu_seed_1000x,5407966836824758370
,False,cfu_seed_1x,-8076231631093507087
,False,cfu_seed_10x,-8076231631093507087
,False,cfu_seed_100x,-8076231631093507087
,False,cfu_seed_1000x,-8076231631093507087
,True,cfu_seed_1x,-6264484491729337590
101,False,cfu_seed_10x,-6264484491729337590
0,False,cfu_seed_100x,-6264484491729337590
0,False,cfu_seed_1000x,-6264484491729337590
,False,cfu_seed_1x,-6922408695537839994
,False,cfu_seed_10x,-6922408695537839994
,False,cfu_seed_100x,-6922408695537839994
,False,cfu_seed_1000x,-6922408695537839994
7,False,cfu_seed_1x,2821971489763330821
11,False,cfu_seed_10x,2821971489763330821
,True,cfu_seed_100x,2821971489763330821
,True,cfu_seed_1000x,2821971489763330821
,False,cfu_seed_1x,-5715470312772759681
,False,cfu_seed_10x,-5715470312772759681
,False,cfu_seed_100x,-5715470312772759681
,False,cfu_seed_1000x,-5715470312772759681
,True,cfu_seed_1x,-8884427590003360256
,True,cfu_seed_10x,-8884427590003360256
,True,cfu_seed_100x,-8884427590003360256
,True,cfu_seed_1000x,-8884427590003360256
,False,cfu_seed_1x,-3665288929395229230
,False,cfu_seed_10x,-3665288929395229230
,False,cfu_seed_100x,-3665288929395229230
,False,cfu_seed_1000x,-3665288929395229230
,True,cfu_seed_1x,6110776764398288103
827,False,cfu_seed_10x,6110776764398288103
