count,TCTC,count_type,sample_id
,True,cfu_seed_1x,-1650926392290695183
,True,cfu_seed_10x,-1650926392290695183
2860,False,cfu_seed_100x,-1650926392290695183
4170,False,cfu_seed_1000x,-1650926392290695183
,True,cfu_seed_1x,-5471034768418792048
155,False,cfu_seed_10x,-5471034768418792048
179,False,cfu_seed_100x,-5471034768418792048
0,False,cfu_seed_1000x,-5471034768418792048
,True,cfu_seed_1x,-6622017909488503273
,True,cfu_seed_10x,-6622017909488503273
7740,False,cfu_seed_100x,-6622017909488503273
10700,False,cfu_seed_1000x,-6622017909488503273
83,False,cfu_seed_1x,-6266029795974508578
101,False,cfu_seed_10x,-6266029795974508578
238,False,cfu_seed_100x,-6266029795974508578
0,False,cfu_seed_1000x,-6266029795974508578
,True,cfu_seed_1x,-8340456734324015078
458,False,cfu_seed_10x,-8340456734324015078
476,False,cfu_seed_100x,-8340456734324015078
0,False,cfu_seed_1000x,-8340456734324015078
,True,cfu_seed_1x,7541279616611507187
,True,cfu_seed_10x,7541279616611507187
,True,cfu_seed_100x,7541279616611507187
0,False,cfu_seed_1000x,7541279616611507187
,True,cfu_seed_1x,-6979435410900132074
,True,cfu_seed_10x,-6979435410900132074
,True,cfu_seed_100x,-6979435410900132074
12500,False,cfu_seed_1000x,-6979435410900132074
,True,cfu_seed_1x,-1589619076019036328
,True,cfu_seed_10x,-1589619076019036328
,True,cfu_seed_100x,-1589619076019036328
,True,cfu_seed_1000x,-1589619076019036328
,True,cfu_seed_1x,-3674696934490772075
,True,cfu_seed_10x,-3674696934490772075
,True,cfu_seed_100x,-3674696934490772075
8930,False,cfu_seed_1000x,-3674696934490772075
,True,cfu_seed_1x,-3928287233121037687
17,False,cfu_seed_10x,-3928287233121037687
0,False,cfu_seed_100x,-3928287233121037687
0,False,cfu_seed_1000x,-3928287233121037687
16,False,cfu_seed_1x,-3258951235069791576
5,False,cfu_seed_10x,-3258951235069791576
0,False,cfu_seed_100x,-3258951235069791576
0,False,cfu_seed_1000x,-3258951235069791576
,True,cfu_seed_1x,-1497449724642834005
,True,cfu_seed_10x,-1497449724642834005
,True,cfu_seed_100x,-1497449724642834005
,True,cfu_seed_1000x,-1497449724642834005
,True,cfu_seed_1x,-2804974888071983247
,True,cfu_seed_10x,-2804974888071983247
,True,cfu_seed_100x,-2804974888071983247
11300,False,cfu_seed_1000x,-2804974888071983247
,True,cfu_seed_1x,-287652680643715198
5,False,cfu_seed_10x,-287652680643715198
0,False,cfu_seed_100x,-287652680643715198
0,False,cfu_seed_1000x,-287652680643715198
53,False,cfu_seed_1x,1924367808640483305
83,False,cfu_seed_10x,1924367808640483305
119,False,cfu_seed_100x,1924367808640483305
0,False,cfu_seed_1000x,1924367808640483305
,True,cfu_seed_1x,63263176818733523
,True,cfu_seed_10x,63263176818733523
,True,cfu_seed_100x,63263176818733523
20800,False,cfu_seed_1000x,63263176818733523
,True,cfu_seed_1x,-7804917577219345361
,True,cfu_seed_10x,-7804917577219345361
6250,False,cfu_seed_100x,-7804917577219345361
8330,False,cfu_seed_1000x,-7804917577219345361
,True,cfu_seed_1x,-8513529412687069057
,True,cfu_seed_10x,-8513529412687069057
1900,False,cfu_seed_100x,-8513529412687069057
1190,False,cfu_seed_1000x,-8513529412687069057
,True,cfu_seed_1x,7131529564065106000
,True,cfu_seed_10x,7131529564065106000
3630,False,cfu_seed_100x,7131529564065106000
2980,False,cfu_seed_1000x,7131529564065106000
,True,cfu_seed_1x,7608834921109537020
,True,cfu_seed_10x,7608834921109537020
,True,cfu_seed_100x,7608834921109537020
20800,False,cfu_seed_1000x,7608834921109537020
,True,cfu_seed_1x,-3273029058000473077
,True,cfu_seed_10x,-3273029058000473077
,True,cfu_seed_100x,-3273029058000473077
,True,cfu_seed_1000x,-3273029058000473077
,True,cfu_seed_1x,5261021007358627931
,True,cfu_seed_10x,5261021007358627931
2080,False,cfu_seed_100x,5261021007358627931
1790,False,cfu_seed_1000x,5261021007358627931
,True,cfu_seed_1x,-4804504819472028042
,True,cfu_seed_10x,-4804504819472028042
2920,False,cfu_seed_100x,-4804504819472028042
5360,False,cfu_seed_1000x,-4804504819472028042
,True,cfu_seed_1x,-2010490609339776104
,True,cfu_seed_10x,-2010490609339776104
4760,False,cfu_seed_100x,-2010490609339776104
1790,False,cfu_seed_1000x,-2010490609339776104
,True,cfu_seed_1x,3736102072148684139
,True,cfu_seed_10x,3736102072148684139
4820,False,cfu_seed_100x,3736102072148684139
4760,False,cfu_seed_1000x,3736102072148684139
,True,cfu_seed_1x,4656781879928936238
,True,cfu_seed_10x,4656781879928936238
2920,False,cfu_seed_100x,4656781879928936238
8330,False,cfu_seed_1000x,4656781879928936238
,True,cfu_seed_1x,6098916990270445644
,True,cfu_seed_10x,6098916990270445644
,True,cfu_seed_100x,6098916990270445644
17900,False,cfu_seed_1000x,6098916990270445644
,True,cfu_seed_1x,-1359450220760103868
,True,cfu_seed_10x,-1359450220760103868
10200,False,cfu_seed_100x,-1359450220760103868
13100,False,cfu_seed_1000x,-1359450220760103868
,True,cfu_seed_1x,-6898264866695880748
,True,cfu_seed_10x,-6898264866695880748
2020,False,cfu_seed_100x,-6898264866695880748
2380,False,cfu_seed_1000x,-6898264866695880748
,True,cfu_seed_1x,-1457754679409589918
,True,cfu_seed_10x,-1457754679409589918
,True,cfu_seed_100x,-1457754679409589918
,True,cfu_seed_1000x,-1457754679409589918
,True,cfu_seed_1x,5583083978671153375
,True,cfu_seed_10x,5583083978671153375
,True,cfu_seed_100x,5583083978671153375
11900,False,cfu_seed_1000x,5583083978671153375
,True,cfu_seed_1x,-9088972262398287174
,True,cfu_seed_10x,-9088972262398287174
7260,False,cfu_seed_100x,-9088972262398287174
10100,False,cfu_seed_1000x,-9088972262398287174
,True,cfu_seed_1x,6781790721743040352
89,False,cfu_seed_10x,6781790721743040352
0,False,cfu_seed_100x,6781790721743040352
0,False,cfu_seed_1000x,6781790721743040352
47,False,cfu_seed_1x,3601883534000701408
77,False,cfu_seed_10x,3601883534000701408
0,False,cfu_seed_100x,3601883534000701408
0,False,cfu_seed_1000x,3601883534000701408
,True,cfu_seed_1x,1528449190493539130
17,False,cfu_seed_10x,1528449190493539130
0,False,cfu_seed_100x,1528449190493539130
0,False,cfu_seed_1000x,1528449190493539130
10,False,cfu_seed_1x,4007014746036625342
23,False,cfu_seed_10x,4007014746036625342
0,False,cfu_seed_100x,4007014746036625342
0,False,cfu_seed_1000x,4007014746036625342
,True,cfu_seed_1x,-1952963152119914265
,True,cfu_seed_10x,-1952963152119914265
3990,False,cfu_seed_100x,-1952963152119914265
4170,False,cfu_seed_1000x,-1952963152119914265
,True,cfu_seed_1x,-254839559624465589
,True,cfu_seed_10x,-254839559624465589
1130,False,cfu_seed_100x,-254839559624465589
1190,False,cfu_seed_1000x,-254839559624465589
,True,cfu_seed_1x,7619979284170271367
119,False,cfu_seed_10x,7619979284170271367
0,False,cfu_seed_100x,7619979284170271367
0,False,cfu_seed_1000x,7619979284170271367
,True,cfu_seed_1x,-9107842912631645849
,True,cfu_seed_10x,-9107842912631645849
0,False,cfu_seed_100x,-9107842912631645849
0,False,cfu_seed_1000x,-9107842912631645849
,True,cfu_seed_1x,6158390420267352775
,True,cfu_seed_10x,6158390420267352775
,True,cfu_seed_100x,6158390420267352775
15500,False,cfu_seed_1000x,6158390420267352775
,True,cfu_seed_1x,1845542106771300502
,True,cfu_seed_10x,1845542106771300502
10000,False,cfu_seed_100x,1845542106771300502
13100,False,cfu_seed_1000x,1845542106771300502
8,False,cfu_seed_1x,-7442992363964165250
0,False,cfu_seed_10x,-7442992363964165250
0,False,cfu_seed_100x,-7442992363964165250
0,False,cfu_seed_1000x,-7442992363964165250
4,False,cfu_seed_1x,-551702316857156866
5,False,cfu_seed_10x,-551702316857156866
0,False,cfu_seed_100x,-551702316857156866
0,False,cfu_seed_1000x,-551702316857156866
,True,cfu_seed_1x,8938631053500640474
83,False,cfu_seed_10x,8938631053500640474
0,False,cfu_seed_100x,8938631053500640474
0,False,cfu_seed_1000x,8938631053500640474
17,False,cfu_seed_1x,6242811308270116595
47,False,cfu_seed_10x,6242811308270116595
59,False,cfu_seed_100x,6242811308270116595
0,False,cfu_seed_1000x,6242811308270116595
,True,cfu_seed_1x,-139191353900744536
,True,cfu_seed_10x,-139191353900744536
,True,cfu_seed_100x,-139191353900744536
51800,False,cfu_seed_1000x,-139191353900744536
,True,cfu_seed_1x,9219909920149637673
,True,cfu_seed_10x,9219909920149637673
,True,cfu_seed_100x,9219909920149637673
21400,False,cfu_seed_1000x,9219909920149637673
,True,cfu_seed_1x,9219909920149637673
,True,cfu_seed_10x,9219909920149637673
,True,cfu_seed_100x,9219909920149637673
29800,False,cfu_seed_1000x,9219909920149637673
,True,cfu_seed_1x,5554117954490884154
,True,cfu_seed_10x,5554117954490884154
,True,cfu_seed_100x,5554117954490884154
38100,False,cfu_seed_1000x,5554117954490884154
,True,cfu_seed_1x,5554117954490884154
,True,cfu_seed_10x,5554117954490884154
,True,cfu_seed_100x,5554117954490884154
47000,False,cfu_seed_1000x,5554117954490884154
,True,cfu_seed_1x,7363607240116749932
,True,cfu_seed_10x,7363607240116749932
,True,cfu_seed_100x,7363607240116749932
21400,False,cfu_seed_1000x,7363607240116749932
,True,cfu_seed_1x,7363607240116749932
,True,cfu_seed_10x,7363607240116749932
,True,cfu_seed_100x,7363607240116749932
14300,False,cfu_seed_1000x,7363607240116749932
,True,cfu_seed_1x,1591369643523057396
,True,cfu_seed_10x,1591369643523057396
,True,cfu_seed_100x,1591369643523057396
41100,False,cfu_seed_1000x,1591369643523057396
,True,cfu_seed_1x,1591369643523057396
,True,cfu_seed_10x,1591369643523057396
,True,cfu_seed_100x,1591369643523057396
33300,False,cfu_seed_1000x,1591369643523057396
,True,cfu_seed_1x,-5142854935112370574
,True,cfu_seed_10x,-5142854935112370574
,True,cfu_seed_100x,-5142854935112370574
,True,cfu_seed_1000x,-5142854935112370574
,True,cfu_seed_1x,-5142854935112370574
,True,cfu_seed_10x,-5142854935112370574
,True,cfu_seed_100x,-5142854935112370574
,True,cfu_seed_1000x,-5142854935112370574
,True,cfu_seed_1x,1245083865426872773
,True,cfu_seed_10x,1245083865426872773
,True,cfu_seed_100x,1245083865426872773
69600,False,cfu_seed_1000x,1245083865426872773
,True,cfu_seed_1x,-8729527595504079468
,True,cfu_seed_10x,-8729527595504079468
,True,cfu_seed_100x,-8729527595504079468
42900,False,cfu_seed_1000x,-8729527595504079468
,True,cfu_seed_1x,1309570497529863022
,True,cfu_seed_10x,1309570497529863022
,True,cfu_seed_100x,1309570497529863022
159000,False,cfu_seed_1000x,1309570497529863022
,True,cfu_seed_1x,7189092238869196217
,True,cfu_seed_10x,7189092238869196217
,True,cfu_seed_100x,7189092238869196217
61900,False,cfu_seed_1000x,7189092238869196217
,True,cfu_seed_1x,7239564430565755571
,True,cfu_seed_10x,7239564430565755571
,True,cfu_seed_100x,7239564430565755571
35700,False,cfu_seed_1000x,7239564430565755571
,True,cfu_seed_1x,7259187016357941889
,True,cfu_seed_10x,7259187016357941889
,True,cfu_seed_100x,7259187016357941889
32700,False,cfu_seed_1000x,7259187016357941889
,True,cfu_seed_1x,3702312791855897981
,True,cfu_seed_10x,3702312791855897981
8270,False,cfu_seed_100x,3702312791855897981
6550,False,cfu_seed_1000x,3702312791855897981
,True,cfu_seed_1x,-365136104203205330
,True,cfu_seed_10x,-365136104203205330
,True,cfu_seed_100x,-365136104203205330
23200,False,cfu_seed_1000x,-365136104203205330
,True,cfu_seed_1x,8497311824613848689
,True,cfu_seed_10x,8497311824613848689
,True,cfu_seed_100x,8497311824613848689
32100,False,cfu_seed_1000x,8497311824613848689
,True,cfu_seed_1x,5858901514582792427
726,False,cfu_seed_10x,5858901514582792427
774,False,cfu_seed_100x,5858901514582792427
0,False,cfu_seed_1000x,5858901514582792427
3,False,cfu_seed_1x,7393161084527802377
5,False,cfu_seed_10x,7393161084527802377
0,False,cfu_seed_100x,7393161084527802377
0,False,cfu_seed_1000x,7393161084527802377
,False,cfu_seed_1x,7393161084527802377
,False,cfu_seed_10x,7393161084527802377
,False,cfu_seed_100x,7393161084527802377
,False,cfu_seed_1000x,7393161084527802377
,True,cfu_seed_1x,-3028848244513492835
,True,cfu_seed_10x,-3028848244513492835
,True,cfu_seed_100x,-3028848244513492835
,True,cfu_seed_1000x,-3028848244513492835
,True,cfu_seed_1x,-968646446540559332
,True,cfu_seed_10x,-968646446540559332
1550,False,cfu_seed_100x,-968646446540559332
2380,False,cfu_seed_1000x,-968646446540559332
76,False,cfu_seed_1x,-2052891604934273108
65,False,cfu_seed_10x,-2052891604934273108
0,False,cfu_seed_100x,-2052891604934273108
0,False,cfu_seed_1000x,-2052891604934273108
,True,cfu_seed_1x,6785071090407764116
1120,False,cfu_seed_10x,6785071090407764116
1900,False,cfu_seed_100x,6785071090407764116
1190,False,cfu_seed_1000x,6785071090407764116
10,False,cfu_seed_1x,-6116426965688597973
0,False,cfu_seed_10x,-6116426965688597973
0,False,cfu_seed_100x,-6116426965688597973
0,False,cfu_seed_1000x,-6116426965688597973
1,False,cfu_seed_1x,1487865525289561589
0,False,cfu_seed_10x,1487865525289561589
0,False,cfu_seed_100x,1487865525289561589
0,False,cfu_seed_1000x,1487865525289561589
,False,cfu_seed_1x,1487865525289561589
,False,cfu_seed_10x,1487865525289561589
,False,cfu_seed_100x,1487865525289561589
,False,cfu_seed_1000x,1487865525289561589
,True,cfu_seed_1x,751195555211790524
494,False,cfu_seed_10x,751195555211790524
179,False,cfu_seed_100x,751195555211790524
0,False,cfu_seed_1000x,751195555211790524
,True,cfu_seed_1x,766147157738433881
,True,cfu_seed_10x,766147157738433881
8330,False,cfu_seed_100x,766147157738433881
7140,False,cfu_seed_1000x,766147157738433881
,True,cfu_seed_1x,2146872055553879664
1170,False,cfu_seed_10x,2146872055553879664
893,False,cfu_seed_100x,2146872055553879664
2980,False,cfu_seed_1000x,2146872055553879664
7,False,cfu_seed_1x,-3767034181636175570
,True,cfu_seed_10x,-3767034181636175570
,True,cfu_seed_100x,-3767034181636175570
0,False,cfu_seed_1000x,-3767034181636175570
2,False,cfu_seed_1x,-6557032454035295182
,True,cfu_seed_10x,-6557032454035295182
0,False,cfu_seed_100x,-6557032454035295182
0,False,cfu_seed_1000x,-6557032454035295182
,True,cfu_seed_1x,8485298278802202198
220,False,cfu_seed_10x,8485298278802202198
119,False,cfu_seed_100x,8485298278802202198
0,False,cfu_seed_1000x,8485298278802202198
,True,cfu_seed_1x,-630367826010853998
470,False,cfu_seed_10x,-630367826010853998
655,False,cfu_seed_100x,-630367826010853998
0,False,cfu_seed_1000x,-630367826010853998
,True,cfu_seed_1x,-630367826010853998
988,False,cfu_seed_10x,-630367826010853998
893,False,cfu_seed_100x,-630367826010853998
1790,False,cfu_seed_1000x,-630367826010853998
2,False,cfu_seed_1x,-1905838967097749664
0,False,cfu_seed_10x,-1905838967097749664
0,False,cfu_seed_100x,-1905838967097749664
0,False,cfu_seed_1000x,-1905838967097749664
,True,cfu_seed_1x,7356353760642096190
,True,cfu_seed_10x,7356353760642096190
0,False,cfu_seed_100x,7356353760642096190
0,False,cfu_seed_1000x,7356353760642096190
,True,cfu_seed_1x,3542291436115868393
1320,False,cfu_seed_10x,3542291436115868393
1610,False,cfu_seed_100x,3542291436115868393
3570,False,cfu_seed_1000x,3542291436115868393
,True,cfu_seed_1x,-4006341346554865845
,True,cfu_seed_10x,-4006341346554865845
,True,cfu_seed_100x,-4006341346554865845
0,False,cfu_seed_1000x,-4006341346554865845
,True,cfu_seed_1x,1812604310966161306
5,False,cfu_seed_10x,1812604310966161306
0,False,cfu_seed_100x,1812604310966161306
0,False,cfu_seed_1000x,1812604310966161306
,True,cfu_seed_1x,1701484838267160271
0,False,cfu_seed_10x,1701484838267160271
0,False,cfu_seed_100x,1701484838267160271
0,False,cfu_seed_1000x,1701484838267160271
,True,cfu_seed_1x,-6759865656444239972
,True,cfu_seed_10x,-6759865656444239972
952,False,cfu_seed_100x,-6759865656444239972
0,False,cfu_seed_1000x,-6759865656444239972
,True,cfu_seed_1x,-7314748366697998191
17,False,cfu_seed_10x,-7314748366697998191
0,False,cfu_seed_100x,-7314748366697998191
0,False,cfu_seed_1000x,-7314748366697998191
,True,cfu_seed_1x,-5428812231594365505
0,False,cfu_seed_10x,-5428812231594365505
0,False,cfu_seed_100x,-5428812231594365505
0,False,cfu_seed_1000x,-5428812231594365505
,True,cfu_seed_1x,-1601449466872016137
702,False,cfu_seed_10x,-1601449466872016137
714,False,cfu_seed_100x,-1601449466872016137
1190,False,cfu_seed_1000x,-1601449466872016137
,True,cfu_seed_1x,1027194502146286022
,True,cfu_seed_10x,1027194502146286022
0,False,cfu_seed_100x,1027194502146286022
0,False,cfu_seed_1000x,1027194502146286022
,True,cfu_seed_1x,6767815282064725134
,True,cfu_seed_10x,6767815282064725134
8630,False,cfu_seed_100x,6767815282064725134
9520,False,cfu_seed_1000x,6767815282064725134
,True,cfu_seed_1x,-8814327882068401669
,True,cfu_seed_10x,-8814327882068401669
0,False,cfu_seed_100x,-8814327882068401669
0,False,cfu_seed_1000x,-8814327882068401669
,True,cfu_seed_1x,7662151535265633507
,True,cfu_seed_10x,7662151535265633507
,True,cfu_seed_100x,7662151535265633507
0,False,cfu_seed_1000x,7662151535265633507
35,False,cfu_seed_1x,6574951006128632346
29,False,cfu_seed_10x,6574951006128632346
119,False,cfu_seed_100x,6574951006128632346
0,False,cfu_seed_1000x,6574951006128632346
,True,cfu_seed_1x,-7832521049380602528
,True,cfu_seed_10x,-7832521049380602528
,True,cfu_seed_100x,-7832521049380602528
,True,cfu_seed_1000x,-7832521049380602528
,True,cfu_seed_1x,8195952276723182476
,True,cfu_seed_10x,8195952276723182476
1550,False,cfu_seed_100x,8195952276723182476
1790,False,cfu_seed_1000x,8195952276723182476
,True,cfu_seed_1x,-8965495483323982795
,True,cfu_seed_10x,-8965495483323982795
,True,cfu_seed_100x,-8965495483323982795
,True,cfu_seed_1000x,-8965495483323982795
,True,cfu_seed_1x,-2839683786767520157
,True,cfu_seed_10x,-2839683786767520157
1790,False,cfu_seed_100x,-2839683786767520157
1190,False,cfu_seed_1000x,-2839683786767520157
,True,cfu_seed_1x,-3936418135860390039
,True,cfu_seed_10x,-3936418135860390039
,True,cfu_seed_100x,-3936418135860390039
0,False,cfu_seed_1000x,-3936418135860390039
,True,cfu_seed_1x,-198004377107364452
,True,cfu_seed_10x,-198004377107364452
,True,cfu_seed_100x,-198004377107364452
,True,cfu_seed_1000x,-198004377107364452
7,False,cfu_seed_1x,5308519036761443691
5,False,cfu_seed_10x,5308519036761443691
0,False,cfu_seed_100x,5308519036761443691
0,False,cfu_seed_1000x,5308519036761443691
,True,cfu_seed_1x,502958847278943135
,True,cfu_seed_10x,502958847278943135
,True,cfu_seed_100x,502958847278943135
0,False,cfu_seed_1000x,502958847278943135
,True,cfu_seed_1x,-6266393102076058358
,True,cfu_seed_10x,-6266393102076058358
1490,False,cfu_seed_100x,-6266393102076058358
595,False,cfu_seed_1000x,-6266393102076058358
,True,cfu_seed_1x,-850351953832175576
,True,cfu_seed_10x,-850351953832175576
,True,cfu_seed_100x,-850351953832175576
0,False,cfu_seed_1000x,-850351953832175576
,True,cfu_seed_1x,-8936560645863969737
827,False,cfu_seed_10x,-8936560645863969737
1190,False,cfu_seed_100x,-8936560645863969737
595,False,cfu_seed_1000x,-8936560645863969737
,True,cfu_seed_1x,-8182137482564707218
5,False,cfu_seed_10x,-8182137482564707218
0,False,cfu_seed_100x,-8182137482564707218
0,False,cfu_seed_1000x,-8182137482564707218
,True,cfu_seed_1x,-7673807244042139353
851,False,cfu_seed_10x,-7673807244042139353
1370,False,cfu_seed_100x,-7673807244042139353
0,False,cfu_seed_1000x,-7673807244042139353
0,False,cfu_seed_1x,-1866180038674338880
23,False,cfu_seed_10x,-1866180038674338880
0,False,cfu_seed_100x,-1866180038674338880
0,False,cfu_seed_1000x,-1866180038674338880
,True,cfu_seed_1x,7427879435435377865
1040,False,cfu_seed_10x,7427879435435377865
1250,False,cfu_seed_100x,7427879435435377865
1790,False,cfu_seed_1000x,7427879435435377865
,True,cfu_seed_1x,5007900648904741943
690,False,cfu_seed_10x,5007900648904741943
417,False,cfu_seed_100x,5007900648904741943
595,False,cfu_seed_1000x,5007900648904741943
